case,label,category,provider,model,thinking_mode,thinking_budget,max_output_tokens,prompt_template_name,ssal_profile_name,count,indices_base0_ranges,ok_count,valid_json_count,valid_path_count,exact_path_match_count,avg_absolute_length_error_m,avg_relative_length_error,avg_declared_length_absolute_error_m,avg_node_overlap,avg_edge_overlap,common_outcome_labels,brief_evaluation_summary
6,Tehtaankatu 23 → Fredrikinkatu 16,III. Junction-heavy route,OpenAI,gpt-5.4-mini,,,4096,VoT Template,length_name_oneway,4,"45, 47, 49, 51",4,4,0,0,,,,0.16875,0.09615384615384623,"missing_edges×3, wrong_destination+missing_edges×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 4/4; valid JSON 4/4; valid path 0/4; exact 0/4; avg node overlap 16.9%; avg edge overlap 9.6%. Main labels: missing_edges×3, wrong_destination+missing_edges×1."
7,Kankurinkatu 5 → Tehtaankatu 27-29,IV. Near shortest alternatives,Gemini,gemini-2.5-flash,off,0,4096,VoT Template,length_name_oneway,3,"38, 40, 42",3,1,0,0,,,,0.791666666666667,0.739130434782609,"invalid_json×2, missing_edges×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 3/3; valid JSON 1/3; valid path 0/3; exact 0/3; avg node overlap 79.2%; avg edge overlap 73.9%. Main labels: invalid_json×2, missing_edges×1."
7,Kankurinkatu 5 → Tehtaankatu 27-29,IV. Near shortest alternatives,Gemini,gemini-2.5-flash,custom,2048,4096,Built-in default route prompt,default_length_name_oneway_coords,3,"108, 110, 214",3,2,1,0,38.9999999999999,0.106382978723404,394.7,0.75,0.6956521739130435,"valid_but_not_shortest×1, invalid_json×1, missing_edges×1","Some runs produced valid paths, but no exact shortest-path match. ok 3/3; valid JSON 2/3; valid path 1/3; exact 0/3; avg length error 39.0 m; avg relative error 10.6%; avg node overlap 75.0%; avg edge overlap 69.6%. Main labels: valid_but_not_shortest×1, invalid_json×1, missing_edges×1."
7,Kankurinkatu 5 → Tehtaankatu 27-29,IV. Near shortest alternatives,Gemini,gemini-2.5-flash,off,0,4096,Built-in default route prompt,default_length_name_oneway_coords,2,"180, 182",2,2,0,0,,,,0.6458333333333335,0.565217391304348,missing_edges×2,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 2/2; valid JSON 2/2; valid path 0/2; exact 0/2; avg node overlap 64.6%; avg edge overlap 56.5%. Main labels: missing_edges×2."
7,Kankurinkatu 5 → Tehtaankatu 27-29,IV. Near shortest alternatives,Gemini,gemini-2.5-flash,custom,8192,4096,Built-in default route prompt,default_length_name_oneway_coords,1,212,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
7,Kankurinkatu 5 → Tehtaankatu 27-29,IV. Near shortest alternatives,OpenAI,gpt-5.4-mini,,,4096,VoT Template,length_name_oneway,3,"39, 41, 43",3,3,0,0,,,,0.06944444444444443,0.0,"missing_edges×2, wrong_destination×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 3/3; valid JSON 3/3; valid path 0/3; exact 0/3; avg node overlap 6.9%; avg edge overlap 0.0%. Main labels: missing_edges×2, wrong_destination×1."
7,Kankurinkatu 5 → Tehtaankatu 27-29,IV. Near shortest alternatives,OpenAI,gpt-5.4-mini,,,4096,Built-in default route prompt,default_length_name_oneway_coords,6,"109, 111, 181, 183, 213, 215",6,6,0,0,,,,0.09722222222222225,0.0144927536231884,missing_edges×6,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 6/6; valid JSON 6/6; valid path 0/6; exact 0/6; avg node overlap 9.7%; avg edge overlap 1.4%. Main labels: missing_edges×6."
8,Bulevardi 40 → Erottajankatu 5,IV. Near shortest alternatives,Gemini,gemini-2.5-flash,off,0,4096,VoT Template,length_name_oneway,3,"32, 34, 36",3,0,0,0,,,,,,invalid_json×3,No successful valid route result. ok 3/3; valid JSON 0/3; valid path 0/3; exact 0/3. Main labels: invalid_json×3.
8,Bulevardi 40 → Erottajankatu 5,IV. Near shortest alternatives,Gemini,gemini-2.5-flash,off,0,4096,Built-in default route prompt,default_length_name_oneway_coords,1,178,1,1,0,0,,,,0.757575757575758,0.738461538461539,missing_edges×1,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 1/1; valid JSON 1/1; valid path 0/1; exact 0/1; avg node overlap 75.8%; avg edge overlap 73.8%. Main labels: missing_edges×1."
8,Bulevardi 40 → Erottajankatu 5,IV. Near shortest alternatives,OpenAI,gpt-5.4-mini,,,4096,VoT Template,length_name_oneway,3,"33, 35, 37",3,3,0,0,,,,0.17171717171717163,0.11794871794871806,"missing_edges×2, unknown_nodes×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 3/3; valid JSON 3/3; valid path 0/3; exact 0/3; avg node overlap 17.2%; avg edge overlap 11.8%. Main labels: missing_edges×2, unknown_nodes×1."
8,Bulevardi 40 → Erottajankatu 5,IV. Near shortest alternatives,OpenAI,gpt-5.4-mini,,,4096,Built-in default route prompt,default_length_name_oneway_coords,1,179,1,1,0,0,,,,0.0454545454545455,0.0153846153846154,missing_edges×1,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 1/1; valid JSON 1/1; valid path 0/1; exact 0/1; avg node overlap 4.5%; avg edge overlap 1.5%. Main labels: missing_edges×1."
9,Albertinkatu 15 → Bulevardi 40,V. Shortest alternative is a one-way street,Gemini,gemini-2.5-flash,off,0,4096,VoT Template,length_name_oneway,4,"18, 20, 22, 24",4,1,0,0,,,,0.328358208955224,0.287878787878788,"invalid_json×3, missing_edges×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 4/4; valid JSON 1/4; valid path 0/4; exact 0/4; avg node overlap 32.8%; avg edge overlap 28.8%. Main labels: invalid_json×3, missing_edges×1."
9,Albertinkatu 15 → Bulevardi 40,V. Shortest alternative is a one-way street,Gemini,gemini-2.5-flash,off,0,4352,Built-in default route prompt,default_length_name_oneway_coords,2,"120, 126",2,1,0,0,,,,0.164179104477612,0.0757575757575758,"invalid_json×1, missing_edges×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 2/2; valid JSON 1/2; valid path 0/2; exact 0/2; avg node overlap 16.4%; avg edge overlap 7.6%. Main labels: invalid_json×1, missing_edges×1."
9,Albertinkatu 15 → Bulevardi 40,V. Shortest alternative is a one-way street,Gemini,gemini-2.5-flash,custom,2048,3840,Built-in default route prompt,default_length_name_oneway_coords,1,132,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
9,Albertinkatu 15 → Bulevardi 40,V. Shortest alternative is a one-way street,Gemini,gemini-2.5-flash,off,0,4096,Built-in default route prompt,default_length_name_oneway_coords,1,134,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
9,Albertinkatu 15 → Bulevardi 40,V. Shortest alternative is a one-way street,OpenAI,gpt-5.4-mini,,,4096,VoT Template,length_name_oneway,4,"19, 21, 23, 25",4,2,0,0,,,,0.11194029850746301,0.08333333333333334,"invalid_json×2, missing_edges×2","Responses were at least partly parseable JSON, but no run produced a valid path. ok 4/4; valid JSON 2/4; valid path 0/4; exact 0/4; avg node overlap 11.2%; avg edge overlap 8.3%. Main labels: invalid_json×2, missing_edges×2."
9,Albertinkatu 15 → Bulevardi 40,V. Shortest alternative is a one-way street,OpenAI,gpt-5.4-mini,,,4352,Built-in default route prompt,default_length_name_oneway_coords,2,"121, 127",2,1,0,0,,,,0.149253731343284,0.106060606060606,"invalid_json×1, missing_edges×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 2/2; valid JSON 1/2; valid path 0/2; exact 0/2; avg node overlap 14.9%; avg edge overlap 10.6%. Main labels: invalid_json×1, missing_edges×1."
9,Albertinkatu 15 → Bulevardi 40,V. Shortest alternative is a one-way street,OpenAI,gpt-5.4-mini,,,3840,Built-in default route prompt,default_length_name_oneway_coords,1,133,1,1,0,0,,,,0.0149253731343284,0.0,wrong_destination×1,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 1/1; valid JSON 1/1; valid path 0/1; exact 0/1; avg node overlap 1.5%; avg edge overlap 0.0%. Main labels: wrong_destination×1."
9,Albertinkatu 15 → Bulevardi 40,V. Shortest alternative is a one-way street,OpenAI,gpt-5.4-mini,,,4096,Built-in default route prompt,default_length_name_oneway_coords,1,135,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
10,Tehtaankatu 27-29 → Laivurinkatu 10,V. Shortest alternative is a one-way street,Gemini,gemini-2.5-flash,off,0,4096,Built-in default route prompt,default_length_name_oneway_coords,3,"2, 4, 128",3,3,0,0,,,,0.0952380952380952,0.0487804878048781,missing_edges×3,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 3/3; valid JSON 3/3; valid path 0/3; exact 0/3; avg node overlap 9.5%; avg edge overlap 4.9%. Main labels: missing_edges×3."
10,Tehtaankatu 27-29 → Laivurinkatu 10,V. Shortest alternative is a one-way street,Gemini,gemini-2.5-flash,off,0,4096,VoT Template,length_name_oneway,3,"26, 28, 30",3,2,0,0,,,,0.0476190476190476,0.0,"missing_edges×2, invalid_json×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 3/3; valid JSON 2/3; valid path 0/3; exact 0/3; avg node overlap 4.8%; avg edge overlap 0.0%. Main labels: missing_edges×2, invalid_json×1."
10,Tehtaankatu 27-29 → Laivurinkatu 10,V. Shortest alternative is a one-way street,Gemini,gemini-2.5-flash,off,0,3840,Intermediate Sub Route Validation Prompt,default_length_name_oneway_coords,3,"112, 114, 116",3,2,0,0,,,,0.0714285714285714,0.02439024390243905,"missing_edges×2, invalid_json×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 3/3; valid JSON 2/3; valid path 0/3; exact 0/3; avg node overlap 7.1%; avg edge overlap 2.4%. Main labels: missing_edges×2, invalid_json×1."
10,Tehtaankatu 27-29 → Laivurinkatu 10,V. Shortest alternative is a one-way street,Gemini,gemini-2.5-flash,off,0,4352,Intermediate Sub Route Validation Prompt,default_length_name_oneway_coords,1,118,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
10,Tehtaankatu 27-29 → Laivurinkatu 10,V. Shortest alternative is a one-way street,Gemini,gemini-2.5-flash,off,0,4352,Built-in default route prompt,default_length_name_oneway_coords,1,122,1,1,0,0,,,,0.0952380952380952,0.0487804878048781,missing_edges×1,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 1/1; valid JSON 1/1; valid path 0/1; exact 0/1; avg node overlap 9.5%; avg edge overlap 4.9%. Main labels: missing_edges×1."
10,Tehtaankatu 27-29 → Laivurinkatu 10,V. Shortest alternative is a one-way street,Gemini,gemini-2.5-flash,off,0,3840,Built-in default route prompt,default_length_name_oneway_coords,1,124,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
10,Tehtaankatu 27-29 → Laivurinkatu 10,V. Shortest alternative is a one-way street,Gemini,gemini-2.5-flash,custom,2048,3840,Built-in default route prompt,default_length_name_oneway_coords,1,130,1,0,0,0,,,,,,invalid_json×1,No successful valid route result. ok 1/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: invalid_json×1.
10,Tehtaankatu 27-29 → Laivurinkatu 10,V. Shortest alternative is a one-way street,Gemini,gemini-2.5-pro,off,0,4096,Built-in default route prompt,default_length_name_oneway_coords,1,0,0,0,0,0,,,,,,provider_call_failed×1,All runs failed at the provider/API-call level. ok 0/1; valid JSON 0/1; valid path 0/1; exact 0/1. Main labels: provider_call_failed×1.
10,Tehtaankatu 27-29 → Laivurinkatu 10,V. Shortest alternative is a one-way street,OpenAI,gpt-5.4,,,4096,Built-in default route prompt,default_length_name_oneway_coords,1,1,1,1,1,0,104.8,0.15995115995116,613.5,0.404761904761905,0.365853658536585,valid_but_not_shortest×1,"All runs produced valid paths, but none matched the shortest path exactly. ok 1/1; valid JSON 1/1; valid path 1/1; exact 0/1; avg length error 104.8 m; avg relative error 16.0%; avg node overlap 40.5%; avg edge overlap 36.6%. Main labels: valid_but_not_shortest×1."
10,Tehtaankatu 27-29 → Laivurinkatu 10,V. Shortest alternative is a one-way street,OpenAI,gpt-5.4-mini,,,4096,Built-in default route prompt,default_length_name_oneway_coords,3,"3, 5, 129",3,2,0,0,,,,0.0476190476190476,0.0121951219512195,"wrong_destination×1, invalid_json×1, missing_edges×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 3/3; valid JSON 2/3; valid path 0/3; exact 0/3; avg node overlap 4.8%; avg edge overlap 1.2%. Main labels: wrong_destination×1, invalid_json×1, missing_edges×1."
10,Tehtaankatu 27-29 → Laivurinkatu 10,V. Shortest alternative is a one-way street,OpenAI,gpt-5.4-mini,,,4096,VoT Template,length_name_oneway,3,"27, 29, 31",3,3,0,0,,,,0.11904761904761886,0.06504065040650403,missing_edges×3,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 3/3; valid JSON 3/3; valid path 0/3; exact 0/3; avg node overlap 11.9%; avg edge overlap 6.5%. Main labels: missing_edges×3."
10,Tehtaankatu 27-29 → Laivurinkatu 10,V. Shortest alternative is a one-way street,OpenAI,gpt-5.4-mini,,,3840,Intermediate Sub Route Validation Prompt,default_length_name_oneway_coords,3,"113, 115, 117",3,2,0,0,,,,0.0595238095238095,0.024390243902439,"invalid_json×1, missing_edges×1, wrong_destination+unknown_nodes×1","Responses were at least partly parseable JSON, but no run produced a valid path. ok 3/3; valid JSON 2/3; valid path 0/3; exact 0/3; avg node overlap 6.0%; avg edge overlap 2.4%. Main labels: invalid_json×1, missing_edges×1, wrong_destination+unknown_nodes×1."
10,Tehtaankatu 27-29 → Laivurinkatu 10,V. Shortest alternative is a one-way street,OpenAI,gpt-5.4-mini,,,4352,Intermediate Sub Route Validation Prompt,default_length_name_oneway_coords,1,119,1,1,0,0,,,,0.0952380952380952,0.024390243902439,missing_edges×1,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 1/1; valid JSON 1/1; valid path 0/1; exact 0/1; avg node overlap 9.5%; avg edge overlap 2.4%. Main labels: missing_edges×1."
10,Tehtaankatu 27-29 → Laivurinkatu 10,V. Shortest alternative is a one-way street,OpenAI,gpt-5.4-mini,,,4352,Built-in default route prompt,default_length_name_oneway_coords,1,123,1,1,0,0,,,,0.0714285714285714,0.024390243902439,missing_edges×1,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 1/1; valid JSON 1/1; valid path 0/1; exact 0/1; avg node overlap 7.1%; avg edge overlap 2.4%. Main labels: missing_edges×1."
10,Tehtaankatu 27-29 → Laivurinkatu 10,V. Shortest alternative is a one-way street,OpenAI,gpt-5.4-mini,,,3840,Built-in default route prompt,default_length_name_oneway_coords,2,"125, 131",2,2,0,0,,,,0.0714285714285714,0.024390243902439,missing_edges×2,"Responses were at least partly parseable JSON, but no run produced a valid path. ok 2/2; valid JSON 2/2; valid path 0/2; exact 0/2; avg node overlap 7.1%; avg edge overlap 2.4%. Main labels: missing_edges×2."
